id	abbrev	charge	formula	mass	name	deltaG
cpd03487_c0	cpd03487_c0	-3	C94H153N8O26P2	0	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0	-751.79
cpd03488_c0	cpd03488_c0	-2	C94H155N9O25P2	0	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine_c0	-709.35
cpd00338_c0	cpd00338_c0	0	C5H9NO3	0	5-Aminolevulinate_c0	-112.89
cpd00867_c0	cpd00867_c0	-2	C6H11O9P	0	Inositol 1-phosphate_c0	-432.46
cpd00079_c0	cpd00079_c0	-2	C6H11O9P	0	D-glucose-6-phosphate_c0	-430.78
cpd15028_c0	cpd15028_c0	-2	C27H28O17	0	Delphin_c0	10000000
cpd15029_c0	cpd15029_c0	-2	C36H34O20	0	Delphinidin 3-glucoside 5-caffoyl-glucoside_c0	10000000
cpd11580_c0	cpd11580_c0	0	C7H13N3O4	0	Gly-Gln_c0	-152.27
cpd00834_c0	cpd00834_c0	-2	C11H21N2O7PS	0	Phosphopantetheine_c0	-347.644
cpd00666_c0	cpd00666_c0	-2	C4H4O6	0	Tartrate_c0	-239.04
cpd01777_c0	cpd01777_c0	-4	C15H19N5O14P2	0	Phosphoribosyl-AMP_c0	-599.22
cpd02979_c0	cpd02979_c0	-4	C15H21N5O15P2	0	phosphoribosylformiminoaicar-phosphate_c0	-651.87
cpd08928_c0	cpd08928_c0	-2	C4H8NO6P	0	L-Threonine phosphate_c0	-336.84
cpd00089_c0	cpd00089_c0	-2	C6H11O9P	0	Glucose-1-phosphate_c0	-430.78
cpd00322_c0	cpd00322_c0	0	C6H13NO2	0	L-Isoleucine_c0	-84.87
cpd00508_c0	cpd00508_c0	-1	C6H9O3	0	3MOP_c0	-109.64
cpd00292_c0	cpd00292_c0	-5	C27H39N7O20P3S	0	HMG-CoA_c0	-900.07
cpd00279_c0	cpd00279_c0	-4	C25H36N7O18P3S	0	Acetoacetyl-CoA_c0	-812.61
cpd00034_e0	cpd00034_e0	2	Zn	0	Zn2+_e0	10000000
cpd00034_c0	cpd00034_c0	2	Zn	0	Zn2+_c0	10000000
cpd00288_c0	cpd00288_c0	-1	C6H13NO8P	0	D-Glucosamine phosphate_c0	-395.53
cpd03227_c0	cpd03227_c0	0	C27H48O3	0	5beta-Cholestane-3alpha,7alpha,26-triol_c0	-79.88
cpd03228_c0	cpd03228_c0	0	C27H46O3	0	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al_c0	-70.4
cpd02535_c0	cpd02535_c0	-1	C6H11O4	0	2,3-Dihydroxy-3-methylvalerate_c0	-159.58
cpd02882_c0	cpd02882_c0	0	C9H16N4O6	0	4--1-D-Ribitylamino-5-aminouracil_c0	-189.57
cpd02656_c0	cpd02656_c0	-1	C13H17N4O6	0	6-7-Dimethyl-8--1-D-ribityllumazine_c0	-124.62
cpd15700_c0	cpd15700_c0	0	C37H74NO8P	0	Diisohexadecanoylphosphatidylethanolamine_c0	-344.85
cpd00154_c0	cpd00154_c0	0	C5H10O5	0	Xylose_c0	-180.06
cpd00259_c0	cpd00259_c0	0	C5H10O5	0	D-Lyxulose_c0	-180.95
cpd00161_c0	cpd00161_c0	0	C4H9NO3	0	L-Threonine_c0	-124.34
cpd12213_c0	cpd12213_c0	-1	C3H5NO2RS	0	S-Aryl-L-cysteine_c0	10000000
cpd11849_c0	cpd11849_c0	0	HRS	0	RSH_c0	10000000
cpd09790_c0	cpd09790_c0	0	C8H8O2	0	3-Methylsalicylaldehyde_c0	-41.46
cpd09791_c0	cpd09791_c0	-1	C8H7O3	0	3-Methylsalicylate_c0	-94.16
cpd00062_c0	cpd00062_c0	-3	C9H12N2O15P3	0	UTP_c0	-813.77
cpd02345_c0	cpd02345_c0	0	C5H9NO3	0	L-Glutamate1-semialdehyde_c0	-111.43
cpd00101_c0	cpd00101_c0	-2	C5H9O8P	0	ribose-5-phosphate_c0	-394.12
cpd17043_c0	cpd17043_c0	0	null	0	RNA transcription_c0	10000000
cpd01716_c0	cpd01716_c0	-1	C7H7O5	0	3-Dehydroshikimate_c0	-166.28
cpd11593_e0	cpd11593_e0	-1	C7H11N2O5	0	ala-L-asp-L_e0	-196.52
cpd11593_c0	cpd11593_c0	-1	C7H11N2O5	0	ala-L-asp-L_c0	-196.52
cpd01466_c0	cpd01466_c0	-2	C7H4O6	0	Maleylpyruvate_c0	-196.42
cpd01653_c0	cpd01653_c0	-2	C7H4O6	0	3-Fumarylpyruvate_c0	-196.42
cpd00182_c0	cpd00182_c0	0	C10H13N5O4	0	Adenosine_c0	-45.35
cpd00697_c0	cpd00697_c0	-1	C10H11N5O7P	0	cGMP_c0	-242.32
cpd01982_c0	cpd01982_c0	-1	C5H11NO7P	0	5-Phosphoribosylamine_c0	-358.87
cpd15526_c0	cpd15526_c0	-1	C39H76O8P	0	1,2-dioctadecanoyl-sn-glycerol 3-phosphate_c0	-351.74
cpd15421_c0	cpd15421_c0	-2	C48H87N3O15P2	0	CDP-1,2-dioctadecanoylglycerol_c0	-631.12
cpd02991_c0	cpd02991_c0	-3	C15H22N5O15P2	0	phosphoribulosylformimino-AICAR-phosphate_c0	-651.25
cpd15721_c0	cpd15721_c0	-2	C38H74O13P2	0	Diisohexadecanoylphosphatidylglycerophosphate_c0	-629.02
cpd15684_c0	cpd15684_c0	-2	C46H83N3O15P2	0	CDP-1,2-dianteisoheptadecanoylglycerol_c0	-637.98
cpd15690_c0	cpd15690_c0	-2	C40H76NO10P	0	Dianteisoheptadecanoylphosphatidylserine_c0	-422.26
cpd11481_c0	cpd11481_c0	-1	C27H51N2O9PRS	0	R-3-hydroxypalmitoyl-acyl-carrierprotein-_c0	10000000
cpd11485_c0	cpd11485_c0	-2	C27H50N2O9PRS	0	3-oxohexadecanoyl-acp_c0	10000000
cpd00374_c0	cpd00374_c0	1	C8H12NO	0	Tyramine_c0	-10.89
cpd01610_c0	cpd01610_c0	1	C9H14NO	0	N-Methyltyramine_c0	-2.34
cpd00191_c0	cpd00191_c0	-1	C3H3O3	0	3-Oxopropanoate_c0	-111.88
cpd00210_e0	cpd00210_e0	0	C2H7NO3S	0	Taurine_e0	-126.763
cpd08375_c0	cpd08375_c0	-5	C45H53CoN4O14	0	Cobalt-precorrin 8_c0	10000000
cpd03421_c0	cpd03421_c0	-3	C45H55CoN4O14	0	Cobyrinate_c0	10000000
cpd04107_c0	cpd04107_c0	0	C6H8O3	0	Dihydrophloroglucinol_c0	-83.29
cpd14988_c0	cpd14988_c0	-1	C6H9O4	0	3-Hydroxy-5-oxohexanoate_c0	-148.33
cpd15605_e0	cpd15605_e0	0	C11H14N2O3	0	Gly-Phe_e0	10000000
cpd15603_c0	cpd15603_c0	0	C5H10N2O3S	0	Gly-Cys_c0	10000000
cpd04049_c0	cpd04049_c0	-1	C14H7O4Cl4	0	6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E- trienoate_c0	-74.39
cpd04050_c0	cpd04050_c0	-1	C9H4O2Cl3	0	2-(4'-Chlorophenyl)-3,3-dichloropropenoate_c0	-46.19
cpd08208_c0	cpd08208_c0	-1	C5H4O3Cl	0	2-Hydroxy-3-chloropenta-2,4-dienoate_c0	-87.28
cpd15521_c0	cpd15521_c0	-1	C27H52O8P	0	1,2-didodecanoyl-sn-glycerol 3-phosphate_c0	-371.18
cpd15417_c0	cpd15417_c0	-2	C36H63N3O15P2	0	CDP-1,2-didodecanoylglycerol_c0	-650.56
cpd02284_c0	cpd02284_c0	1	C23H50N2O5P	0	Sphingosyl-phosphocholine_c0	-174.89
cpd11611_c0	cpd11611_c0	-3	C22H32N7O17P3RS	0	Acyl-CoA_c0	10000000
cpd00431_c0	cpd00431_c0	0	C24H48N2O6PR	0	Sphingomyelin_c0	10000000
cpd16434_c0	cpd16434_c0	0	C4H5N2O2F	0	5-Fluorodihydrouracil_c0	10000000
cpd16435_c0	cpd16435_c0	-1	C4H6N2O3F	0	2-Fluoro-3-ureidopropionic acid_c0	10000000
cpd11480_c0	cpd11480_c0	-2	C23H43N2O9PRS	0	D-3-Hydroxydodecanoyl-[acp]_c0	10000000
cpd11525_c0	cpd11525_c0	-1	C20H35N2O9PRS	0	7-methyl-3-oxo-octanoyl-ACP_c0	10000000
cpd11526_c0	cpd11526_c0	-1	C20H37N2O9PRS	0	7-methyl-3-hydroxy-octanoyl-ACP_c0	10000000
cpd00179_c0	cpd00179_c0	0	C12H22O11	0	Maltose_c0	-376.76
cpd00501_c0	cpd00501_c0	-2	C6H11O9P	0	beta-D-Glucose 1-phosphate_c0	-430.78
cpd09802_c0	cpd09802_c0	0	C11H8O	0	2-Naphthaldehyde_c0	9.461
cpd09804_c0	cpd09804_c0	-1	C11H7O2	0	2-Naphthoic acid_c0	-43.239
cpd00862_c0	cpd00862_c0	-1	C6H12O9P	0	alpha-D-Hexose 1-phosphate_c0	-430.78
cpd02340_c0	cpd02340_c0	-1	C6H12O9P	0	alpha-D-Hexose 6-phosphate_c0	-430.78
cpd04122_c0	cpd04122_c0	1	C2H6NO	0	Aminoacetaldehyde_c0	-35.03
cpd08279_c0	cpd08279_c0	0	C11H8O2	0	1-Hydroxy-2-naphthaldehyde_c0	-30.019
cpd02045_c0	cpd02045_c0	-1	C11H7O3	0	1-Hydroxy-2-naphthoate_c0	-82.719
cpd00156_c0	cpd00156_c0	0	C5H11NO2	0	L-Valine_c0	-86.49
cpd02775_c0	cpd02775_c0	-2	C6H8N3O4P	0	4-Amino-5-phosphomethyl-2-methylpyrimidine_c0	-204.04
cpd02074_c0	cpd02074_c0	0	C6H11NO3	0	2-Oxo-6-aminocaproate_c0	-108.81
cpd00922_c0	cpd00922_c0	-1	C6H8NO2	0	delta1-Piperideine-2-carboxylate_c0	-57.53
cpd00055_c0	cpd00055_c0	0	CH2O	0	Formaldehyde_c0	-31.2
cpd04105_c0	cpd04105_c0	0	C17H30N2O12S	0	Mycothiol_c0	-399.034
cpd04106_c0	cpd04106_c0	0	C18H30N2O13S	0	S-Formylmycothiol_c0	-431.22
cpd11587_c0	cpd11587_c0	0	C8H15N3O4	0	Ala-Gln_c0	-152.46
cpd00143_c0	cpd00143_c0	-1	C9H7O3	0	Phenylpyruvate_c0	-75.82
cpd00762_c0	cpd00762_c0	0	C5H11N3O2	0	4-Guanidinobutanoate_c0	-72.6
cpd00073_c0	cpd00073_c0	0	CH4N2O	0	Urea_c0	-48.7
cpd00281_c0	cpd00281_c0	0	C4H9NO2	0	GABA_c0	-84.49
cpd11583_c0	cpd11583_c0	0	C9H18N2O3	0	Ala-Leu_c0	-113.83
cpd00107_c0	cpd00107_c0	0	C6H13NO2	0	L-Leucine_c0	-84.87
cpd03709_c0	cpd03709_c0	0	C7H6O2	0	Salicylaldehyde_c0	-39.83
cpd03710_c0	cpd03710_c0	-1	C10H7O4	0	trans-O-Hydroxybenzylidenepyruvate_c0	-97.69
cpd02589_c0	cpd02589_c0	-1	C5H7O6PR	0	3',5'-Cyclic nucleotide_c0	10000000
cpd00821_c0	cpd00821_c0	-1	C5H9O7PR	0	Nucleoside 5'-phosphate_c0	10000000
cpd00039_c0	cpd00039_c0	1	C6H15N2O2	0	L-Lysine_c0	-84.04
cpd00840_c0	cpd00840_c0	1	C6H15N2O2	0	L-beta-Lysine_c0	-84.04
cpd00248_c0	cpd00248_c0	-1	C7H11O6	0	Quinate_c0	-221.05
cpd00321_c0	cpd00321_c0	-4	C31H40N7O19P3S	0	Feruloyl-CoA_c0	-795.66
cpd01683_c0	cpd01683_c0	-1	C17H19O9	0	O-Feruloylquinate_c0	-268.33
cpd04015_c0	cpd04015_c0	0	C3H5OCl	0	trans-3-Chloro-2-propene-1-ol_c0	-24.48
cpd04017_c0	cpd04017_c0	0	C3H3OCl	0	3-Chloroallyl aldehyde_c0	-16.55
cpd02414_c0	cpd02414_c0	-1	C7H10NO5	0	L-2-Amino-6-oxopimelate_c0	-188.45
cpd02465_c0	cpd02465_c0	-2	C7H7NO4	0	tetrahydrodipicolinate_c0	-138.97
cpd15552_c0	cpd15552_c0	-2	C30H56NO10P	0	phosphatidylserine didodecanoyl_c0	-434.84
cpd15528_c0	cpd15528_c0	0	C29H58NO8P	0	phosphatidylethanolamine didodecanoyl_c0	-354.19
cpd00169_c0	cpd00169_c0	-3	C3H4O7P	0	3-Phosphoglycerate_c0	-371.9
cpd00114_c0	cpd00114_c0	-2	C10H11N4O8P	0	IMP_c0	-313.58
cpd00792_c0	cpd00792_c0	-4	C29H34N5O18P	0	Reduced coenzyme F420_c0	-661.18
cpd02679_c0	cpd02679_c0	-3	C31H42N6O16P	0	5,10-Methylenetetrahydromethanopterin_c0	-525.72
cpd00649_c0	cpd00649_c0	-4	C29H32N5O18P	0	Coenzyme F420_c0	-653.72
cpd02737_c0	cpd02737_c0	-3	C31H44N6O16P	0	5-Methyl-H4MPT_c0	-531.97
cpd11592_c0	cpd11592_c0	-1	C7H11N2O5	0	gly-glu-L_c0	-194.71
cpd00932_c0	cpd00932_c0	-4	C10H9O10P	0	5-O--1-Carboxyvinyl-3-phosphoshikimate_c0	-427.57
cpd11679_c0	cpd11679_c0	0	CH2OR2	0	Secondary alcohol_c0	10000000
cpd11733_c0	cpd11733_c0	0	COR2	0	Ketone_c0	10000000
cpd09793_c0	cpd09793_c0	0	C11H8O	0	1-Naphthaldehyde_c0	9.461
cpd09794_c0	cpd09794_c0	-1	C11H7O2	0	1-Naphthoic acid_c0	-43.239
cpd00859_c0	cpd00859_c0	-2	C9H11N2O9P	0	Pseudouridine 5'-phosphate_c0	-410.45
cpd11433_c0	cpd11433_c0	-1	C17H33O2	0	fa12_c0	-64.26
cpd11434_c0	cpd11434_c0	-3	C38H65N7O17P3S	0	fa12coa_c0	-763.34
cpd02935_c0	cpd02935_c0	-4	C13H22NO10PS3	0	CoM-S-S-CoB_c0	-467.892
cpd08702_c0	cpd08702_c0	0	C37H52N2O	0	Dihydromethanophenazine_c0	171.08
cpd02246_c0	cpd02246_c0	-1	C2H5O3S2	0	CoM_c0	-121.257
cpd02817_c0	cpd02817_c0	-2	C11H20NO7PS	0	HTP_c0	-353.814
cpd08701_c0	cpd08701_c0	0	C37H50N2O	0	Methanophenazine_c0	165.11
cpd04016_c0	cpd04016_c0	0	C3H5OCl	0	cis-3-Chloro-2-propene-1-ol_c0	-24.48
cpd15064_c0	cpd15064_c0	0	C3H3OCl	0	cis-3-Chloroallyl aldehyde_c0	-16.55
cpd00043_c0	cpd00043_c0	-2	C15H22N2O17P2	0	UDP-galactose_c0	-762.55
cpd02731_c0	cpd02731_c0	-2	C9H8O6	0	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate_c0	-186.68
cpd00201_c0	cpd00201_c0	-2	C20H21N7O7	0	10-Formyltetrahydrofolate_c0	-144.77
cpd08306_e0	cpd08306_e0	1	C8H18NO	0	Butyro-betaine_e0	23.26
cpd08306_c0	cpd08306_c0	1	C8H18NO	0	Butyro-betaine_c0	23.26
cpd15603_e0	cpd15603_e0	0	C5H10N2O3S	0	Gly-Cys_e0	10000000
cpd00492_c0	cpd00492_c0	0	C8H15NO6	0	N-Acetyl-D-mannosamine_c0	-212.63
cpd00136_c0	cpd00136_c0	-1	C7H5O3	0	4-Hydroxybenzoate_c0	-92.53
cpd17041_c0	cpd17041_c0	0	null	0	Protein biosynthesis_c0	10000000
cpd02708_c0	cpd02708_c0	0	C10H16O	0	cis-2-Methyl-5-isopropylhexa-2,5-dienal_c0	14.87
cpd08741_c0	cpd08741_c0	-1	C10H15O2	0	cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid_c0	-37.83
cpd11566_c0	cpd11566_c0	-1	C27H49N2O9PRS	0	14-methyl-3-oxo-pentadecanoyl-ACP_c0	10000000
cpd11567_c0	cpd11567_c0	-1	C27H51N2O9PRS	0	14-methyl-3-hydroxy-pentadecanoyl-ACP_c0	10000000
cpd16401_c0	cpd16401_c0	0	C10H11NO3	0	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one_c0	-76.16
cpd16402_c0	cpd16402_c0	0	C10H9NO3	0	5-Phenyl-1,3-oxazinane-2,4-dione_c0	-69.6
cpd02552_c0	cpd02552_c0	-3	C7H9NO8P	0	n-acetylglutamyl-phosphate_c0	-408.63
cpd15699_c0	cpd15699_c0	0	C35H70NO8P	0	Dianteisopentadecanoylphosphatidylethanolamine_c0	-348.09
cpd00516_c0	cpd00516_c0	0	C7H14N2O4	0	meso-2,6-Diaminopimelate_c0	-163.68
cpd11500_c0	cpd11500_c0	-1	C20H35N2O9PRS	0	6-methyl-3-oxo-octanoyl-ACP_c0	10000000
cpd11501_c0	cpd11501_c0	-1	C20H37N2O9PRS	0	6-methyl-3-hydroxy-octanoyl-ACP_c0	10000000
cpd15532_c0	cpd15532_c0	0	C37H70NO8P	0	phosphatidylethanolamine dihexadec-9enoyl_c0	-296.51
cpd01882_c0	cpd01882_c0	-4	C26H40N7O17P3S	0	Isovaleryl-CoA_c0	-782.78
cpd04553_c0	cpd04553_c0	0	C11H14O4	0	3-Methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one_c0	-117.39
cpd11580_e0	cpd11580_e0	0	C7H13N3O4	0	Gly-Gln_e0	-152.27
cpd00735_c0	cpd00735_c0	-5	C35H39N4O16	0	Formylmethanofuran_c0	-494.35
cpd00895_c0	cpd00895_c0	-3	C30H42N6O16P	0	H4MPT_c0	-544.24
cpd00643_c0	cpd00643_c0	-4	C34H40N4O15	0	Methanofuran_c0	-466.4
cpd00936_c0	cpd00936_c0	-3	C31H42N6O17P	0	5-Formyl-H4MPT_c0	-573.02
cpd00040_c0	cpd00040_c0	-1	C2HO3	0	Glyoxalate_c0	-111.04
cpd00180_c0	cpd00180_c0	-2	C2O4	0	Oxalate_c0	-161
cpd11482_c0	cpd11482_c0	-2	C21H40N2O9PRS	0	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]_c0	10000000
cpd11487_c0	cpd11487_c0	-2	C21H38N2O9PRS	0	3-oxodecanoyl-acp_c0	10000000
cpd02843_c0	cpd02843_c0	-2	C6H9N2O6P	0	D-erythro-imidazol-glycerol-phosphate_c0	-288.2
cpd02851_c0	cpd02851_c0	-2	C9H13N4O8P	0	AICAR_c0	-336.61
cpd15525_c0	cpd15525_c0	-1	C35H64O8P	0	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate_c0	-313.5
cpd00207_c0	cpd00207_c0	0	C5H5N5O	0	Guanine_c0	28.4
cpd03052_c0	cpd03052_c0	0	C5H6N2O	0	Imidazole acetaldehyde_c0	8.24
cpd01831_c0	cpd01831_c0	-1	C5H5N2O2	0	4-Imidazoleacetate_c0	-44.46
cpd15681_c0	cpd15681_c0	-1	C33H64O8P	0	1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate_c0	-365.08
cpd11479_c0	cpd11479_c0	-2	C17H31N2O9PRS	0	D-3-Hydroxyhexanoyl-[acp]_c0	10000000
cpd00262_c0	cpd00262_c0	-4	C23H32N7O19P3S	0	Oxalyl-CoA_c0	-862.82
cpd00065_c0	cpd00065_c0	0	C11H12N2O2	0	L-Tryptophan_c0	-25
cpd02893_c0	cpd02893_c0	-2	C9H12N3O9P	0	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0	-378.85
cpd02921_c0	cpd02921_c0	-3	C13H16N4O12P	0	SAICAR_c0	-487.65
cpd08211_c0	cpd08211_c0	-2	C20H34O7P2	0	trans,trans,cis-Geranylgeranyl diphosphate_c0	-354.91
cpd11512_c0	cpd11512_c0	-1	C26H47N2O9PRS	0	12-methyl-3-oxo-tetra-decanoyl-ACP_c0	10000000
cpd11513_c0	cpd11513_c0	-1	C26H49N2O9PRS	0	12-methyl-3-hydroxy-tetra-decanoyl-ACP_c0	10000000
cpd04806_c0	cpd04806_c0	0	C7H15N2O3PCl2	0	Aldophosphamide_c0	10000000
cpd16365_c0	cpd16365_c0	0	C7H17N2O3PCl2	0	Alcophosphamide_c0	10000000
cpd00198_c0	cpd00198_c0	-2	C5H9O8P	0	D-Xylulose5-phosphate_c0	-393.5
cpd01560_c0	cpd01560_c0	-2	C24H39N8O17P3S	0	beta-Alanyl-CoA_c0	-785.19
cpd00663_c0	cpd00663_c0	-3	C24H35N7O17P3S	0	Acrylyl-CoA_c0	-764.06
cpd02693_c0	cpd02693_c0	-2	C7H10O5	0	3-Isopropylmalate_c0	-199.76
cpd01710_c0	cpd01710_c0	-2	C7H8O4	0	2-Isopropylmaleate_c0	-143.02
cpd02605_c0	cpd02605_c0	-2	C7H8O5	0	2-isopropyl-3-oxosuccinate_c0	-189.28
cpd01844_c0	cpd01844_c0	-2	C3H5O5P	0	Propionyl phosphate_c0	-300.03
cpd00309_c0	cpd00309_c0	0	C5H4N4O2	0	XAN_c0	-27.73
cpd00119_c0	cpd00119_c0	0	C6H9N3O2	0	L-Histidine_c0	-45.63
cpd15547_c0	cpd15547_c0	-2	C42H82O13P2	0	Phosphatidylglycerophosphate dioctadecanoyl_c0	-618.92
cpd00137_e0	cpd00137_e0	-3	C6H5O7	0	Citrate_e0	-280.44
cpd10516_e0	cpd10516_e0	3	Fe	0	fe3_e0	-1.1
cpd10516_c0	cpd10516_c0	3	Fe	0	fe3_c0	-1.1
cpd00616_c0	cpd00616_c0	-1	C10H12NO5	0	Pretyrosine_c0	-161.4
cpd00098_c0	cpd00098_c0	1	C5H14NO	0	Choline_c0	12.19
cpd00457_c0	cpd00457_c0	-1	C5H13NO4P	0	Phosphocholine_c0	-200.31
cpd00423_e0	cpd00423_e0	3	C62H91CoN13O14P	0	Vitamin B12r_e0	10000000
cpd00423_c0	cpd00423_c0	3	C62H91CoN13O14P	0	Vitamin B12r_c0	10000000
cpd00873_c0	cpd00873_c0	-2	C11H12NO9P	0	Nicotinate ribonucleotide_c0	-380.18
cpd00546_c0	cpd00546_c0	0	C21H30O5	0	Cortisol_c0	-130.78
cpd01824_c0	cpd01824_c0	0	C23H32O6	0	Cortell_c0	-168.23
cpd00332_c0	cpd00332_c0	-1	C6H11O4	0	Mevalonic acid_c0	-157.77
cpd00812_c0	cpd00812_c0	-3	C6H10O7P	0	5-phosphomevalonate_c0	-370.27
cpd15604_c0	cpd15604_c0	0	C8H16N2O3	0	Gly-Leu_c0	10000000
cpd11516_c0	cpd11516_c0	-1	C28H51N2O9PRS	0	14-methyl-3-oxo-hexa-decanoyl-ACP_c0	10000000
cpd11517_c0	cpd11517_c0	-1	C28H53N2O9PRS	0	14-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	10000000
cpd11494_c0	cpd11494_c0	-2	C13H24N2O8PRS	0	Acetyl-ACP_c0	10000000
cpd11488_c0	cpd11488_c0	-2	C15H26N2O9PRS	0	Acetoacetyl-ACP_c0	10000000
cpd01914_c0	cpd01914_c0	0	C5H11NO3S	0	L-Methionine S-oxide_c0	10000000
cpd03491_c0	cpd03491_c0	-3	C94H153N8O26P2	0	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0	-751.79
cpd03492_c0	cpd03492_c0	-2	C94H155N9O25P2	0	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine_c0	-709.35
cpd00146_c0	cpd00146_c0	-2	CH2NO5P	0	Carbamoylphosphate_c0	-310.26
cpd01859_c0	cpd01859_c0	0	C11H10O	0	(2-Naphthyl)methanol_c0	1.531
cpd12370_c0	cpd12370_c0	0	HOR	0	apo-ACP_c0	10000000
cpd00045_c0	cpd00045_c0	-4	C10H11N5O10P2	0	Adenosine 3-5-bisphosphate_c0	-470.35
cpd00978_c0	cpd00978_c0	-2	C9H12N2O11P2	0	dUDP_c0	-565.93
cpd00358_c0	cpd00358_c0	-3	C9H12N2O14P3	0	dUTP_c0	-773.93
cpd02884_c0	cpd02884_c0	-2	C10H13N4O9P	0	FAICAR_c0	-372.85
cpd00195_c0	cpd00195_c0	0	CH3OR	0	1-Alcohol_c0	10000000
cpd11616_c0	cpd11616_c0	0	CHOR	0	RCHO_c0	10000000
cpd00482_c0	cpd00482_c0	-3	C3H4O7P	0	2-Phospho-D-glycerate_c0	-371.9
cpd00885_c0	cpd00885_c0	-6	C6H12O24P6	0	Phytate_c0	-1494.96
cpd02788_c0	cpd02788_c0	-5	C6H12O21P5	0	Inositol 1,2,3,5,6-pentakisphosphate_c0	-1282.46
cpd15237_c0	cpd15237_c0	-1	C16H29O2	0	hexadecenoate_c0	-41.71
cpd15238_c0	cpd15238_c0	-3	C37H61N7O17P3S	0	Hexadecenoyl-CoA_c0	-740.79
cpd01974_c0	cpd01974_c0	-1	C5H8NO5	0	4-Hydroxy-L-glutamate_c0	-202.17
cpd00830_c0	cpd00830_c0	-2	C5H4O6	0	4-Hydroxy-2-oxoglutarate_c0	-226.94
cpd02961_c0	cpd02961_c0	0	C9H13N5O4	0	Dihydroneopterin_c0	-75.95
cpd01482_c0	cpd01482_c0	-1	C15H24N3O16P2	0	UDP-glucosamine_c0	-727.3
cpd01623_c0	cpd01623_c0	-1	C15H24N3O16P2	0	UDP-galactosamine_c0	-727.3
cpd09255_c0	cpd09255_c0	-2	C9H6O6	0	2-Hydroxy-6-ketononatrienedioate_c0	-167.42
cpd11533_c0	cpd11533_c0	-1	C24H43N2O9PRS	0	11-methyl-3-oxo-dodecanoyl-ACP_c0	10000000
cpd11534_c0	cpd11534_c0	-1	C24H45N2O9PRS	0	11-methyl-3-hydroxy-dodecanoyl-ACP_c0	10000000
cpd02678_c0	cpd02678_c0	-2	C8H13N2O9P	0	N-Formyl-GAR_c0	-417.4
cpd02394_c0	cpd02394_c0	-1	C7H14N2O8P	0	GAR_c0	-389.45
cpd00295_c0	cpd00295_c0	-2	C10H13N5O10P2	0	dGDP_c0	-476.46
cpd15692_c0	cpd15692_c0	-2	C36H68NO10P	0	Diisopentadecanoylphosphatidylserine_c0	-428.74
cpd15698_c0	cpd15698_c0	0	C35H70NO8P	0	Diisopentadecanoylphosphatidylethanolamine_c0	-348.09
cpd00344_c0	cpd00344_c0	-1	C6H9N2O4	0	N-Formimino-L-glutamate_c0	-157.18
cpd00378_c0	cpd00378_c0	0	CH3NO	0	Formamide_c0	-28.36
cpd00094_c0	cpd00094_c0	-1	C4H5O3	0	2-Oxobutyrate_c0	-111.07
cpd03593_c0	cpd03593_c0	-2	C5H6O5	0	D-erythro-3-Methylmalate_c0	-201.19
cpd00251_c0	cpd00251_c0	-2	C15H21N5O14P2	0	ADPribose_c0	-585.97
cpd11541_c0	cpd11541_c0	-1	C28H51N2O9PRS	0	15-methyl-3-oxo-hexa-decanoyl-ACP_c0	10000000
cpd11542_c0	cpd11542_c0	-1	C28H53N2O9PRS	0	15-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	10000000
cpd00254_e0	cpd00254_e0	2	Mg	0	Mg_e0	10000000
cpd00254_c0	cpd00254_c0	2	Mg	0	Mg_c0	10000000
cpd00082_c0	cpd00082_c0	0	C6H12O6	0	D-Fructose_c0	-219.17
cpd03365_c0	cpd03365_c0	-1	C9H8NO5	0	5-(2'-Formylethyl)-4,6-dihydroxypicolinate_c0	-154.34
cpd03366_c0	cpd03366_c0	-2	C9H7NO6	0	5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate_c0	-207.04
cpd02642_c0	cpd02642_c0	-3	C12H13NO9P	0	N-5-phosphoribosyl-anthranilate_c0	-393.15
